Date,HomeTeam,AwayTeam,FTR,TotalMatches_Home,TotalWins_Home,TotalDraws_Home,TotalLosses_Home,TotalGoalsScored_Home,TotalGoalsConceded_Home,TotalGoalsScored_HomeTeam,TotalGoalsConceded_HomeTeam,GoalDifference_HomeTeam,TotalPoints_HomeTeam,TotalMatches_HomeTeam,WinRatio_HomeTeam,DrawRatio_HomeTeam,LossRatio_HomeTeam,AverageGoalsScored_HomeTeam,AverageGoalsConceded_HomeTeam,Ranking_HomeTeam,FormScore_HomeTeam,TotalMatches_Away,TotalWins_Away,TotalDraws_Away,TotalLosses_Away,TotalGoalsScored_Away,TotalGoalsConceded_Away,TotalGoalsScored_AwayTeam,TotalGoalsConceded_AwayTeam,GoalDifference_AwayTeam,TotalPoints_AwayTeam,TotalMatches_AwayTeam,WinRatio_AwayTeam,DrawRatio_AwayTeam,LossRatio_AwayTeam,AverageGoalsScored_AwayTeam,AverageGoalsConceded_AwayTeam,Ranking_AwayTeam,FormScore_AwayTeam,FTR_encoded
14/01/2024,Lille,Lorient,H,14,10,3,1,28,8,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,14,3,4,7,16,28,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,0
14/01/2024,Brest,Montpellier,H,14,8,5,1,24,11,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,13,5,1,7,16,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,0
14/01/2024,Metz,Toulouse,A,13,2,3,8,12,19,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,14,5,3,6,14,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,2
14/01/2024,Nantes,Clermont,A,15,3,3,9,16,25,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,14,2,5,7,11,23,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,2
14/01/2024,Le Havre,Lyon,H,13,5,2,6,14,14,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,14,7,1,6,18,19,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,0
14/01/2024,Lens,Paris SG,A,14,7,3,4,22,16,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,14,10,4,0,31,9,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,2
26/01/2024,Lyon,Rennes,A,14,4,4,6,16,23,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,14,3,6,5,12,16,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,2
27/01/2024,Nice,Metz,H,14,7,4,3,16,9,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,15,4,2,9,16,29,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,0
27/01/2024,Marseille,Monaco,D,14,8,5,1,24,9,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,14,8,4,2,32,25,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,1
28/01/2024,Montpellier,Lille,D,15,3,8,4,19,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,14,3,7,4,14,17,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,1
28/01/2024,Clermont,Strasbourg,D,14,2,4,8,9,24,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,14,3,6,5,14,21,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,1
28/01/2024,Lorient,Le Havre,D,14,3,4,7,19,24,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,15,1,8,6,13,22,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,1
28/01/2024,Reims,Nantes,D,14,6,3,5,15,15,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,13,5,1,7,11,20,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,1
28/01/2024,Toulouse,Lens,A,14,3,6,5,18,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,14,5,4,5,15,14,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,2
28/01/2024,Paris SG,Brest,D,14,8,5,1,34,15,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,14,7,3,4,17,12,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,1
02/02/2024,Strasbourg,Paris SG,A,14,5,3,6,16,18,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,14,10,4,0,31,9,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,2
03/02/2024,Rennes,Montpellier,H,14,7,3,4,28,18,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,13,5,1,7,16,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,0
03/02/2024,Nantes,Lens,A,15,3,3,9,16,25,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,14,5,4,5,15,14,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,2
04/02/2024,Monaco,Le Havre,D,14,7,3,4,21,13,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,15,1,8,6,13,22,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,1
04/02/2024,Lille,Clermont,H,14,10,3,1,28,8,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,14,2,5,7,11,23,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,0
04/02/2024,Metz,Lorient,A,13,2,3,8,12,19,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,14,3,4,7,16,28,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,2
04/02/2024,Reims,Toulouse,A,14,6,3,5,15,15,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,14,5,3,6,14,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,2
04/02/2024,Brest,Nice,D,14,8,5,1,24,11,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,14,5,4,5,12,13,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,1
04/02/2024,Lyon,Marseille,H,14,4,4,6,16,23,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,14,2,4,8,17,24,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,0
09/02/2024,Marseille,Metz,D,14,8,5,1,24,9,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,15,4,2,9,16,29,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,1
10/02/2024,Lens,Strasbourg,H,14,7,3,4,22,16,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,14,3,6,5,14,21,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,0
10/02/2024,Paris SG,Lille,H,14,8,5,1,34,15,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,14,3,7,4,14,17,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,0
11/02/2024,Le Havre,Rennes,A,13,5,2,6,14,14,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,14,3,6,5,12,16,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,2
11/02/2024,Clermont,Brest,D,14,2,4,8,9,24,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,14,7,3,4,17,12,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,1
11/02/2024,Lorient,Reims,H,14,3,4,7,19,24,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,14,5,4,5,20,21,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,0
11/02/2024,Toulouse,Nantes,A,14,3,6,5,18,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,13,5,1,7,11,20,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,2
11/02/2024,Montpellier,Lyon,A,15,3,8,4,19,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,14,7,1,6,18,19,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,2
11/02/2024,Nice,Monaco,A,14,7,4,3,16,9,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,14,8,4,2,32,25,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,2
16/02/2024,Lyon,Nice,H,14,4,4,6,16,23,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,14,5,4,5,12,13,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,0
17/02/2024,Lille,Le Havre,H,14,10,3,1,28,8,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,15,1,8,6,13,22,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,0
17/02/2024,Nantes,Paris SG,A,15,3,3,9,16,25,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,14,10,4,0,31,9,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,2
18/02/2024,Strasbourg,Lorient,A,14,5,3,6,16,18,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,14,3,4,7,16,28,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,2
18/02/2024,Monaco,Toulouse,A,14,7,3,4,21,13,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,14,5,3,6,14,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,2
18/02/2024,Montpellier,Metz,H,15,3,8,4,19,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,15,4,2,9,16,29,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,0
18/02/2024,Rennes,Clermont,H,14,7,3,4,28,18,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,14,2,5,7,11,23,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,0
18/02/2024,Reims,Lens,D,14,6,3,5,15,15,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,14,5,4,5,15,14,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,1
18/02/2024,Brest,Marseille,H,14,8,5,1,24,11,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,14,2,4,8,17,24,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,0
23/02/2024,Metz,Lyon,A,13,2,3,8,12,19,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,14,7,1,6,18,19,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,2
24/02/2024,Lorient,Nantes,A,14,3,4,7,19,24,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,13,5,1,7,11,20,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,2
24/02/2024,Strasbourg,Brest,A,14,5,3,6,16,18,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,14,7,3,4,17,12,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,2
25/02/2024,Lens,Monaco,A,14,7,3,4,22,16,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,14,8,4,2,32,25,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,2
25/02/2024,Le Havre,Reims,A,13,5,2,6,14,14,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,14,5,4,5,20,21,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,2
25/02/2024,Nice,Clermont,D,14,7,4,3,16,9,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,14,2,5,7,11,23,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,1
25/02/2024,Toulouse,Lille,H,14,3,6,5,18,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,14,3,7,4,14,17,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,0
25/02/2024,Paris SG,Rennes,D,14,8,5,1,34,15,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,14,3,6,5,12,16,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,1
25/02/2024,Marseille,Montpellier,H,14,8,5,1,24,9,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,13,5,1,7,16,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,0
01/03/2024,Monaco,Paris SG,D,14,7,3,4,21,13,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,14,10,4,0,31,9,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,1
02/03/2024,Reims,Lille,A,14,6,3,5,15,15,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,14,3,7,4,14,17,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,2
02/03/2024,Clermont,Marseille,A,14,2,4,8,9,24,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,14,2,4,8,17,24,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,2
03/03/2024,Toulouse,Nice,H,14,3,6,5,18,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,14,5,4,5,12,13,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,0
03/03/2024,Brest,Le Havre,H,14,8,5,1,24,11,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,15,1,8,6,13,22,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,0
03/03/2024,Montpellier,Strasbourg,D,15,3,8,4,19,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,14,3,6,5,14,21,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,1
03/03/2024,Nantes,Metz,A,15,3,3,9,16,25,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,15,4,2,9,16,29,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,2
03/03/2024,Rennes,Lorient,A,14,7,3,4,28,18,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,14,3,4,7,16,28,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,2
03/03/2024,Lyon,Lens,A,14,4,4,6,16,23,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,14,5,4,5,15,14,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,2
08/03/2024,Nice,Montpellier,A,14,7,4,3,16,9,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,13,5,1,7,16,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,2
09/03/2024,Lorient,Lyon,A,14,3,4,7,19,24,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,14,7,1,6,18,19,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,2
09/03/2024,Lens,Brest,H,14,7,3,4,22,16,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,14,7,3,4,17,12,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,0
10/03/2024,Paris SG,Reims,D,14,8,5,1,34,15,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,14,5,4,5,20,21,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,1
10/03/2024,Le Havre,Toulouse,H,13,5,2,6,14,14,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,14,5,3,6,14,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,0
10/03/2024,Metz,Clermont,H,13,2,3,8,12,19,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,14,2,5,7,11,23,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,0
10/03/2024,Strasbourg,Monaco,A,14,5,3,6,16,18,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,14,8,4,2,32,25,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,2
10/03/2024,Lille,Rennes,D,14,10,3,1,28,8,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,14,3,6,5,12,16,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,1
10/03/2024,Marseille,Nantes,H,14,8,5,1,24,9,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,13,5,1,7,11,20,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,0
15/03/2024,Toulouse,Lyon,A,14,3,6,5,18,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,14,7,1,6,18,19,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,2
16/03/2024,Nantes,Strasbourg,A,15,3,3,9,16,25,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,14,3,6,5,14,21,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,2
16/03/2024,Lens,Nice,A,14,7,3,4,22,16,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,14,5,4,5,12,13,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,2
17/03/2024,Brest,Lille,D,14,8,5,1,24,11,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,14,3,7,4,14,17,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,1
17/03/2024,Clermont,Le Havre,H,14,2,4,8,9,24,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,15,1,8,6,13,22,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,0
17/03/2024,Monaco,Lorient,D,14,7,3,4,21,13,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,14,3,4,7,16,28,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,1
17/03/2024,Reims,Metz,H,14,6,3,5,15,15,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,15,4,2,9,16,29,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,0
17/03/2024,Rennes,Marseille,H,14,7,3,4,28,18,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,14,2,4,8,17,24,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,0
17/03/2024,Montpellier,Paris SG,A,15,3,8,4,19,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,14,10,4,0,31,9,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,2
29/03/2024,Lille,Lens,H,14,10,3,1,28,8,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,14,5,4,5,15,14,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,0
30/03/2024,Metz,Monaco,A,13,2,3,8,12,19,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,14,8,4,2,32,25,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,2
30/03/2024,Lyon,Reims,D,14,4,4,6,16,23,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,14,5,4,5,20,21,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,1
31/03/2024,Lorient,Brest,A,14,3,4,7,19,24,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,14,7,3,4,17,12,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,2
31/03/2024,Clermont,Toulouse,A,14,2,4,8,9,24,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,14,5,3,6,14,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,2
31/03/2024,Le Havre,Montpellier,A,13,5,2,6,14,14,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,13,5,1,7,16,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,2
31/03/2024,Nice,Nantes,A,14,7,4,3,16,9,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,13,5,1,7,11,20,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,2
31/03/2024,Strasbourg,Rennes,H,14,5,3,6,16,18,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,14,3,6,5,12,16,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,0
31/03/2024,Marseille,Paris SG,A,14,8,5,1,24,9,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,14,10,4,0,31,9,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,2
05/04/2024,Lille,Marseille,H,14,10,3,1,28,8,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,14,2,4,8,17,24,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,0
