Date,HomeTeam,AwayTeam,FTR,TotalMatches_Home,TotalWins_Home,TotalDraws_Home,TotalLosses_Home,TotalGoalsScored_Home,TotalGoalsConceded_Home,TotalGoalsScored_HomeTeam,TotalGoalsConceded_HomeTeam,GoalDifference_HomeTeam,TotalPoints_HomeTeam,TotalMatches_HomeTeam,WinRatio_HomeTeam,DrawRatio_HomeTeam,LossRatio_HomeTeam,AverageGoalsScored_HomeTeam,AverageGoalsConceded_HomeTeam,Ranking_HomeTeam,FormScore_HomeTeam,TotalMatches_Away,TotalWins_Away,TotalDraws_Away,TotalLosses_Away,TotalGoalsScored_Away,TotalGoalsConceded_Away,TotalGoalsScored_AwayTeam,TotalGoalsConceded_AwayTeam,GoalDifference_AwayTeam,TotalPoints_AwayTeam,TotalMatches_AwayTeam,WinRatio_AwayTeam,DrawRatio_AwayTeam,LossRatio_AwayTeam,AverageGoalsScored_AwayTeam,AverageGoalsConceded_AwayTeam,Ranking_AwayTeam,FormScore_AwayTeam,FTR_encoded
29/10/2023,Montpellier,Toulouse,H,15,3,8,4,19,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,14,5,3,6,14,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,0
29/10/2023,Rennes,Strasbourg,D,14,7,3,4,28,18,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,14,3,6,5,14,21,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,1
03/11/2023,Paris SG,Montpellier,H,14,8,5,1,34,15,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,13,5,1,7,16,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,0
04/11/2023,Lorient,Lens,D,14,3,4,7,19,24,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,14,5,4,5,15,14,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,1
04/11/2023,Marseille,Lille,D,14,8,5,1,24,9,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,14,3,7,4,14,17,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,1
05/11/2023,Lyon,Metz,D,14,4,4,6,16,23,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,15,4,2,9,16,29,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,1
05/11/2023,Nantes,Reims,A,15,3,3,9,16,25,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,14,5,4,5,20,21,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,2
05/11/2023,Strasbourg,Clermont,D,14,5,3,6,16,18,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,14,2,5,7,11,23,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,1
05/11/2023,Toulouse,Le Havre,A,14,3,6,5,18,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,15,1,8,6,13,22,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,2
05/11/2023,Monaco,Brest,H,14,7,3,4,21,13,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,14,7,3,4,17,12,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,0
05/11/2023,Nice,Rennes,H,14,7,4,3,16,9,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,14,3,6,5,12,16,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,0
10/11/2023,Montpellier,Nice,D,15,3,8,4,19,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,14,5,4,5,12,13,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,1
11/11/2023,Reims,Paris SG,A,14,6,3,5,15,15,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,14,10,4,0,31,9,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,2
11/11/2023,Le Havre,Monaco,D,13,5,2,6,14,14,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,14,8,4,2,32,25,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,1
12/11/2023,Clermont,Lorient,H,14,2,4,8,9,24,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,14,3,4,7,16,28,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,0
12/11/2023,Lille,Toulouse,D,14,10,3,1,28,8,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,14,5,3,6,14,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,1
12/11/2023,Metz,Nantes,H,13,2,3,8,12,19,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,13,5,1,7,11,20,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,0
12/11/2023,Rennes,Lyon,A,14,7,3,4,28,18,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,14,7,1,6,18,19,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,2
12/11/2023,Lens,Marseille,H,14,7,3,4,22,16,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,14,2,4,8,17,24,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,0
24/11/2023,Paris SG,Monaco,H,14,8,5,1,34,15,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,14,8,4,2,32,25,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,0
25/11/2023,Clermont,Lens,A,14,2,4,8,9,24,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,14,5,4,5,15,14,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,2
25/11/2023,Strasbourg,Marseille,D,14,5,3,6,16,18,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,14,2,4,8,17,24,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,1
26/11/2023,Nice,Toulouse,H,14,7,4,3,16,9,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,14,5,3,6,14,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,0
26/11/2023,Lorient,Metz,A,14,3,4,7,19,24,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,15,4,2,9,16,29,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,2
26/11/2023,Montpellier,Brest,A,15,3,8,4,19,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,14,7,3,4,17,12,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,2
26/11/2023,Nantes,Le Havre,D,15,3,3,9,16,25,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,15,1,8,6,13,22,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,1
26/11/2023,Rennes,Reims,H,14,7,3,4,28,18,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,14,5,4,5,20,21,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,0
26/11/2023,Lyon,Lille,A,14,4,4,6,16,23,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,14,3,7,4,14,17,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,2
29/11/2023,Montpellier,Clermont,D,15,3,8,4,19,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,14,2,5,7,11,23,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,1
01/12/2023,Reims,Strasbourg,H,14,6,3,5,15,15,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,14,3,6,5,14,21,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,0
02/12/2023,Lens,Lyon,H,14,7,3,4,22,16,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,14,7,1,6,18,19,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,0
02/12/2023,Nantes,Nice,H,15,3,3,9,16,25,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,14,5,4,5,12,13,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,0
03/12/2023,Le Havre,Paris SG,A,13,5,2,6,14,14,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,14,10,4,0,31,9,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,2
03/12/2023,Brest,Clermont,H,14,8,5,1,24,11,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,14,2,5,7,11,23,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,0
03/12/2023,Monaco,Montpellier,H,14,7,3,4,21,13,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,13,5,1,7,16,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,0
03/12/2023,Toulouse,Lorient,D,14,3,6,5,18,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,14,3,4,7,16,28,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,1
03/12/2023,Lille,Metz,H,14,10,3,1,28,8,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,15,4,2,9,16,29,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,0
03/12/2023,Marseille,Rennes,H,14,8,5,1,24,9,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,14,3,6,5,12,16,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,0
06/12/2023,Marseille,Lyon,H,14,8,5,1,24,9,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,14,7,1,6,18,19,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,0
07/12/2023,Brest,Strasbourg,D,14,8,5,1,24,11,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,14,3,6,5,14,21,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,1
08/12/2023,Montpellier,Lens,D,15,3,8,4,19,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,14,5,4,5,15,14,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,1
09/12/2023,Rennes,Monaco,A,14,7,3,4,28,18,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,14,8,4,2,32,25,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,2
09/12/2023,Paris SG,Nantes,H,14,8,5,1,34,15,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,13,5,1,7,11,20,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,0
10/12/2023,Nice,Reims,H,14,7,4,3,16,9,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,14,5,4,5,20,21,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,0
10/12/2023,Clermont,Lille,D,14,2,4,8,9,24,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,14,3,7,4,14,17,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,1
10/12/2023,Metz,Brest,A,13,2,3,8,12,19,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,14,7,3,4,17,12,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,2
10/12/2023,Strasbourg,Le Havre,H,14,5,3,6,16,18,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,15,1,8,6,13,22,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,0
10/12/2023,Lyon,Toulouse,H,14,4,4,6,16,23,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,14,5,3,6,14,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,0
10/12/2023,Lorient,Marseille,A,14,3,4,7,19,24,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,14,2,4,8,17,24,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,2
15/12/2023,Monaco,Lyon,A,14,7,3,4,21,13,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,14,7,1,6,18,19,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,2
16/12/2023,Le Havre,Nice,H,13,5,2,6,14,14,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,14,5,4,5,12,13,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,0
16/12/2023,Lens,Reims,H,14,7,3,4,22,16,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,14,5,4,5,20,21,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,0
17/12/2023,Nantes,Brest,A,15,3,3,9,16,25,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,14,7,3,4,17,12,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,2
17/12/2023,Lorient,Strasbourg,A,14,3,4,7,19,24,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,14,3,6,5,14,21,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,2
17/12/2023,Metz,Montpellier,A,13,2,3,8,12,19,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,13,5,1,7,16,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,2
17/12/2023,Toulouse,Rennes,D,14,3,6,5,18,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,14,3,6,5,12,16,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,1
17/12/2023,Marseille,Clermont,H,14,8,5,1,24,9,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,14,2,5,7,11,23,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,0
17/12/2023,Lille,Paris SG,D,14,10,3,1,28,8,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,14,10,4,0,31,9,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,1
20/12/2023,Brest,Lorient,H,14,8,5,1,24,11,41,23,18,53,28,53.57142857142857,28.57142857142857,17.857142857142858,1.4642857142857142,0.8214285714285714,2,1,14,3,4,7,16,28,35,52,-17,26,28,21.428571428571427,28.57142857142857,50.0,1.25,1.8571428571428572,16,5,0
20/12/2023,Clermont,Rennes,A,14,2,4,8,9,24,20,47,-27,21,28,14.285714285714285,32.142857142857146,53.57142857142857,0.7142857142857143,1.6785714285714286,18,1,14,3,6,5,12,16,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,2
20/12/2023,Lyon,Nantes,H,14,4,4,6,16,23,34,42,-8,38,28,39.285714285714285,17.857142857142858,42.857142857142854,1.2142857142857142,1.5,10,3,13,5,1,7,11,20,27,45,-18,28,28,28.57142857142857,14.285714285714285,57.14285714285714,0.9642857142857143,1.6071428571428572,15,5,0
20/12/2023,Montpellier,Marseille,D,15,3,8,4,19,20,35,40,-5,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.25,1.4285714285714286,12,3,14,2,4,8,17,24,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,1
20/12/2023,Nice,Lens,H,14,7,4,3,16,9,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,14,5,4,5,15,14,37,30,7,43,28,42.857142857142854,25.0,32.142857142857146,1.3214285714285714,1.0714285714285714,6,7,0
20/12/2023,Paris SG,Metz,H,14,8,5,1,34,15,65,24,41,63,28,64.28571428571429,32.142857142857146,3.571428571428571,2.3214285714285716,0.8571428571428571,1,3,15,4,2,9,16,29,28,48,-20,23,28,21.428571428571427,17.857142857142858,60.71428571428571,1.0,1.7142857142857142,17,1,0
20/12/2023,Reims,Le Havre,H,14,6,3,5,15,15,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,15,1,8,6,13,22,27,36,-9,28,28,21.428571428571427,35.714285714285715,42.857142857142854,0.9642857142857143,1.2857142857142858,14,3,0
20/12/2023,Strasbourg,Lille,H,14,5,3,6,16,18,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,14,3,7,4,14,17,42,25,17,49,28,46.42857142857143,35.714285714285715,17.857142857142858,1.5,0.8928571428571429,4,9,0
20/12/2023,Toulouse,Monaco,A,14,3,6,5,18,18,32,36,-4,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.1428571428571428,1.2857142857142858,11,7,14,8,4,2,32,25,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,2
12/01/2024,Marseille,Strasbourg,D,14,8,5,1,24,9,41,33,8,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4642857142857142,1.1785714285714286,8,7,14,3,6,5,14,21,30,39,-9,33,28,28.57142857142857,32.142857142857146,39.285714285714285,1.0714285714285714,1.3928571428571428,13,7,1
13/01/2024,Monaco,Reims,A,14,7,3,4,21,13,53,38,15,52,28,53.57142857142857,25.0,21.428571428571427,1.8928571428571428,1.3571428571428572,3,7,14,5,4,5,20,21,35,36,-1,40,28,39.285714285714285,25.0,35.714285714285715,1.25,1.2857142857142858,7,7,2
13/01/2024,Rennes,Nice,H,14,7,3,4,28,18,40,34,6,39,28,35.714285714285715,32.142857142857146,32.142857142857146,1.4285714285714286,1.2142857142857142,9,7,14,5,4,5,12,13,28,22,6,44,28,42.857142857142854,28.57142857142857,28.57142857142857,1.0,0.7857142857142857,5,5,0
